Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
N3,1,200,187,13,78.3958096016941,0.4192289283513053,0.9898662234794495,0.9891579487764003,-159.352388668309,-118.43125215049638,78.39580960169411,7736.090236716183,0.6474789018580493
