G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.99999741243,2.58585192145e-06,1.26273729544e-09,4.5551692763e-10,8.59127111538e-15,2.52547154366e-12,9.1103345872e-13,0.734895349174,0.265104650826
0.99999741243,2.58585192145e-06,1.26273725774e-09,4.5551692984e-10,1.06102196083e-14,3.11895637891e-12,1.12512621189e-12,0.734895307096,0.265104692904
0.99999741243,2.58585192145e-06,1.26273721116e-09,4.55516932568e-10,1.31036208819e-14,3.85190963701e-12,1.38953070448e-12,0.734895255131,0.265104744869
0.99999741243,2.58585192145e-06,1.26273715365e-09,4.55516935938e-10,1.61829712792e-14,4.75710612769e-12,1.716070165e-12,0.734895190953,0.265104809047
0.99999741243,2.58585192145e-06,1.26273708262e-09,4.555169401e-10,1.9985968752e-14,5.87502259932e-12,2.1193462648e-12,0.734895111694,0.265104888306
0.99999741243,2.58585192145e-06,1.26273699489e-09,4.5551694524e-10,2.46826702224e-14,7.25564762011e-12,2.61739204374e-12,0.734895013809,0.265104986191
0.99999741243,2.58585192145e-06,1.26273688656e-09,4.55516951588e-10,3.04830959152e-14,8.96071674233e-12,3.23247826914e-12,0.734894892922,0.265105107078
0.99999741243,2.58585192145e-06,1.26273675276e-09,4.55516959427e-10,3.76466206956e-14,1.10664728705e-11,3.99210928224e-12,0.734894743626,0.265105256374
0.99999741243,2.58585192145e-06,1.26273658752e-09,4.55516969109e-10,4.64935723499e-14,1.36670752253e-11,4.93025285854e-12,0.734894559245,0.265105440755
0.99999741243,2.58585192145e-06,1.26273638345e-09,4.55516981066e-10,5.74195554321e-14,1.68788092753e-11,6.08885906965e-12,0.734894331535,0.265105668465
0.99999741243,2.58585192145e-06,1.26273613142e-09,4.55516995833e-10,7.09131411668e-14,2.0845285791e-11,7.51973605407e-12,0.734894050315,0.265105949685
0.99999741243,2.58585192145e-06,1.26273582016e-09,4.5551701407e-10,8.75777144061e-14,2.57438613548e-11,9.28686655785e-12,0.734893703008,0.265106296992
0.99999741243,2.58585192145e-06,1.26273543576e-09,4.55517036593e-10,1.08158454513e-13,3.17935671982e-11,1.14692688072e-11,0.734893274085,0.265106725915
0.99999741243,2.58585192145e-06,1.26273496103e-09,4.55517064409e-10,1.3357565658e-13,3.92649005664e-11,1.41645296019e-11,0.734892744368,0.265107255632
0.99999741243,2.58585192145e-06,1.26273437474e-09,4.55517098761e-10,1.64965882886e-13,4.84919159087e-11,1.74931675578e-11,0.734892090169,0.265107909831
0.99999741243,2.58585192145e-06,1.26273365067e-09,4.55517141186e-10,2.03732784541e-13,5.98871557549e-11,2.16040215148e-11,0.734891282239,0.265108717761
0.99999741243,2.58585192145e-06,1.26273275644e-09,4.55517193581e-10,2.51609865635e-13,7.39600876857e-11,2.66809049229e-11,0.734890284452,0.265109715548
0.99999741243,2.58585192144e-06,1.26273165207e-09,4.55517258288e-10,3.10737996041e-13,9.13398699339e-11,3.29508235537e-11,0.734889052196,0.265110947804
0.999997412429,2.58585192144e-06,1.26273028818e-09,4.55517338201e-10,3.83761138342e-13,1.12803460712e-10,4.06941236793e-11,0.734887530376,0.265112469624
0.999997412429,2.58585192144e-06,1.26272860378e-09,4.55517436894e-10,4.73944568467e-13,1.39310323794e-10,5.0257024015e-11,0.734885650952,0.265114349048
0.999997412429,2.58585192144e-06,1.26272652356e-09,4.55517558778e-10,5.85320874949e-13,1.72045275513e-10,6.20670910527e-11,0.734883329902,0.265116670098
0.999997412429,2.58585192144e-06,1.26272395451e-09,4.55517709305e-10,7.22870263078e-13,2.1247137886e-10,7.66523486359e-11,0.734880463462,0.265119536538
0.999997412429,2.58585192144e-06,1.26272078175e-09,4.55517895204e-10,8.92743223022e-13,2.62395234217e-10,9.46648745273e-11,0.734876923495,0.265123076505
0.999997412429,2.58585192144e-06,1.26271686343e-09,4.55518124787e-10,1.10253551349e-12,3.24047562389e-10,1.16909936443e-10,0.73487255177,0.26512744823
0.999997412428,2.58585192144e-06,1.26271202436e-09,4.55518408319e-10,1.36162774908e-12,4.0018264683e-10,1.44381966318e-10,0.734867152892,0.265132847108
0.999997412428,2.58585192144e-06,1.26270604819e-09,4.55518758476e-10,1.681604764e-12,4.94201026183e-10,1.78308975205e-10,0.734860485588,0.265139514412
0.999997412428,2.58585192144e-06,1.26269866775e-09,4.55519190912e-10,2.07677348564e-12,6.10300838721e-10,2.20207385362e-10,0.734852251939,0.265147748061
0.999997412427,2.58585192144e-06,1.2626895531e-09,4.55519724959e-10,2.56480244635e-12,7.5366445715e-10,2.71949716908e-10,0.734842084102,0.265157915898
0.999997412427,2.58585192144e-06,1.26267829682e-09,4.5552038449e-10,3.16751148605e-12,9.3068856256e-10,3.35848133633e-10,0.734829527922,0.265170472078
0.999997412426,2.58585192144e-06,1.26266439576e-09,4.55521198983e-10,3.91184689069e-12,1.14926764584e-09,4.14757550079e-10,0.734814022714,0.265185977286
0.999997412425,2.58585192143e-06,1.26264722866e-09,4.55522204841e-10,4.83108546841e-12,1.41914315714e-09,5.12202859069e-10,0.734794876335,0.265205123665
0.999997412424,2.58585192143e-06,1.26262602835e-09,4.55523447014e-10,5.96632124831e-12,1.75233322113e-09,6.32535890471e-10,0.734771234449,0.265228765551
0.999997412423,2.58585192143e-06,1.2625998476e-09,4.55524981002e-10,7.36830104227e-12,2.1636610758e-09,7.81129000434e-10,0.734742042654,0.265257957346
0.999997412421,2.58585192142e-06,1.26256751686e-09,4.55526875331e-10,9.0996905842e-12,2.67140425662e-09,9.64613765854e-10,0.734705999835,0.265294000165
0.999997412419,2.58585192142e-06,1.26252759217e-09,4.55529214606e-10,1.12378720239e-11,3.29809111137e-09,1.1911751807e-09,0.734661500744,0.265338499256
0.999997412416,2.58585192141e-06,1.26247829095e-09,4.55532103273e-10,1.38783970206e-11,4.07147655251e-09,1.47091408809e-09,0.734606565384,0.265393434616
0.999997412413,2.5858519214e-06,1.26241741275e-09,4.55535670261e-10,1.71392485521e-11,5.0257350516e-09,1.81629341356e-09,0.734538752242,0.265461247758
0.999997412409,2.58585192139e-06,1.26234224158e-09,4.55540074705e-10,2.11661000422e-11,6.20291569834e-09,2.24268717837e-09,0.734455051806,0.265544948194
0.999997412404,2.58585192138e-06,1.26224942566e-09,4.55545512994e-10,2.61388039714e-11,7.65471149967e-09,2.76905536172e-09,0.734351756084,0.265648243916
0.999997412398,2.58585192136e-06,1.26213482919e-09,4.55552227453e-10,3.2279395547e-11,9.44460258406e-09,3.41877254076e-09,0.734224299021,0.265775700979
0.999997412391,2.58585192134e-06,1.2619933501e-09,4.55560517024e-10,3.98619623628e-11,1.16504398675e-08,4.22064395349e-09,0.734067061765,0.265932938235
0.999997412381,2.58585192132e-06,1.26181869592e-09,4.55570750396e-10,4.92248107938e-11,1.43675407768e-08,5.21014925873e-09,0.733873135733,0.266126864267
0.99999741237,2.58585192129e-06,1.26160310851e-09,4.55583382136e-10,6.07854570475e-11,1.77123697855e-08,6.43096180994e-09,0.733634035365,0.266365964635
0.999997412356,2.58585192126e-06,1.26133702643e-09,4.5559897247e-10,7.50590887358e-11,2.1826870654e-08,7.93679961797e-09,0.73333935145,0.26666064855
0.999997412339,2.58585192121e-06,1.26100867162e-09,4.556182115e-10,9.26812853197e-11,2.68834996523e-08,9.79367308165e-09,0.732976335098,0.267023664902
0.999997412317,2.58585192116e-06,1.26060354421e-09,4.55641948806e-10,1.14435957009e-10,3.30909728761e-08,1.20826034814e-08,0.732529402016,0.267470597984
