G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.999975746152,2.42377425561e-05,1.18359064683e-08,4.269657489e-09,8.05278197863e-14,2.36717843742e-11,8.53931126114e-12,0.734895349174,0.265104650826
0.999975746152,2.42377425561e-05,1.18359061148e-08,4.26965750971e-09,9.94518553813e-14,2.92346445396e-11,1.05460483799e-11,0.734895307096,0.265104692904
0.999975746152,2.42377425561e-05,1.18359056783e-08,4.26965753529e-09,1.22823038262e-13,3.61047720316e-11,1.30243681819e-11,0.734895255131,0.265104744869
0.999975746152,2.42377425561e-05,1.18359051392e-08,4.26965756688e-09,1.51686447474e-13,4.45893721442e-11,1.60850923143e-11,0.734895190953,0.265104809047
0.999975746152,2.42377425561e-05,1.18359044734e-08,4.26965760589e-09,1.8733275534e-13,5.50678420882e-11,1.98650853621e-11,0.734895111694,0.265104888306
0.999975746152,2.42377425561e-05,1.18359036511e-08,4.26965765406e-09,2.31355941725e-13,6.80087353941e-11,2.45333748613e-11,0.734895013809,0.265104986191
0.999975746152,2.42377425561e-05,1.18359026357e-08,4.26965771356e-09,2.8572457107e-13,8.39907125839e-11,3.02987094721e-11,0.734894892922,0.265105107078
0.999975746152,2.42377425561e-05,1.18359013815e-08,4.26965778704e-09,3.52869819404e-13,1.03728414692e-10,3.74188932616e-11,0.734894743626,0.265105256374
0.999975746151,2.42377425561e-05,1.18358998327e-08,4.26965787779e-09,4.35794187511e-13,1.28104416211e-10,4.62123134471e-11,0.734894559245,0.265105440755
0.999975746151,2.42377425561e-05,1.18358979199e-08,4.26965798987e-09,5.382057614e-13,1.58208685685e-10,5.70721770131e-11,0.734894331535,0.265105668465
0.999975746151,2.42377425561e-05,1.18358955576e-08,4.26965812828e-09,6.64684023547e-13,1.95387317548e-10,7.04840927111e-11,0.734894050315,0.265105949685
0.999975746151,2.42377425561e-05,1.18358926401e-08,4.26965829922e-09,8.20884629093e-13,2.41302712944e-10,8.70477844903e-11,0.734893703008,0.265106296992
0.999975746151,2.42377425561e-05,1.18358890371e-08,4.26965851033e-09,1.01379230342e-12,2.98007898402e-10,1.07503907068e-10,0.734893274085,0.265106725915
0.999975746151,2.42377425561e-05,1.18358845873e-08,4.26965877105e-09,1.25203316907e-12,3.68038302396e-10,1.3276716237e-10,0.734892744367,0.265107255633
0.99997574615,2.42377425561e-05,1.18358790918e-08,4.26965909304e-09,1.5462604671e-12,4.54525088655e-10,1.63967197131e-10,0.734892090169,0.265107909831
0.99997574615,2.42377425561e-05,1.18358723049e-08,4.2696594907e-09,1.9096309193e-12,5.61335106454e-10,2.024991096e-10,0.734891282239,0.265108717761
0.99997574615,2.4237742556e-05,1.18358639231e-08,4.2696599818e-09,2.35839302988e-12,6.9324370428e-10,2.50085822517e-10,0.734890284452,0.265109715548
0.999975746149,2.4237742556e-05,1.18358535717e-08,4.26966058832e-09,2.91261362956e-12,8.56148116677e-10,3.08855109482e-10,0.734889052196,0.265110947804
0.999975746148,2.4237742556e-05,1.18358407876e-08,4.26966133736e-09,3.59707514456e-12,1.05733093898e-09,3.81434716003e-10,0.734887530375,0.265112469625
0.999975746148,2.4237742556e-05,1.18358249994e-08,4.26966226242e-09,4.44238370382e-12,1.30578543013e-09,4.71069824069e-10,0.734885650952,0.265114349048
0.999975746146,2.4237742556e-05,1.18358055011e-08,4.26966340487e-09,5.48633762127e-12,1.61261712678e-09,5.81768105766e-10,0.734883329901,0.265116670099
0.999975746145,2.42377425559e-05,1.18357814207e-08,4.26966481578e-09,6.77561742517e-12,1.99153963093e-09,7.18478841395e-10,0.734880463461,0.265119536539
