4.886299842238630816e-04,2.962860153883055236e+00,1.460959263913333416e+04,3.249824737623756121e+00,3.095387530774770246e-01
5.631591741240892044e-04,1.512755110188735985e+00,1.918803454965353012e+04,3.729613107140645756e+00,3.904512377929335587e-01
-3.331039644858012957e-04,5.546585913975403237e+00,1.019075613171607256e+04,6.777225002645753671e-01,5.297079250903459213e-01
-4.831532029420426201e-04,5.640480233454000292e+00,1.353689390993677080e+04,8.721301914684320700e-01,6.109725000139123452e-01
-5.229162122134212122e-04,4.861584554389699164e+00,1.508574059529602528e+04,9.818196182109009129e-01,5.742965539277065101e-01
-5.522607207835468360e-04,4.606374979318394125e+00,1.849409637930244207e+04,1.266227968438113693e+00,5.850757490320057652e-01
6.231902541265522955e-04,4.374342263168583544e-01,2.543743153064697981e+04,4.299279124667177321e+00,4.989575337591836690e-01
6.152817656200197140e-04,8.300854016914562938e-04,3.242447452291846275e+04,4.767180406556071226e+00,6.190944094029343647e-01
1.139268192603402522e-04,-6.111621276864400265e+00,-6.341124411895871162e+03,-4.997135977632946591e-01,-3.949541358538133928e-01
2.136653718875443407e-04,-5.838343256553396365e+00,-8.104213075771927834e+03,-5.773376885168712835e-01,-4.687074796296777368e-01
-1.834356157020513290e-05,-5.181506280180301793e+00,-3.216618729233741760e+02,-4.231914884948596023e-01,-1.060360036111314408e-02
-2.935533485090879009e-05,-6.094158448500122560e+00,-5.199793495815247297e+02,-6.022861305315452274e-01,-1.688840944474689215e-02
7.989206937760374614e-05,5.563342397404961837e+00,1.492107490263879299e+03,1.122430986707332545e+00,4.491634954228128362e-02
-1.045377545570555560e-04,-4.684775687750826201e+00,-2.014279366344213486e+03,-1.285787698344556862e+00,-5.876915759763282066e-02
-3.507195970360511595e-05,-5.232791723572730369e+00,-6.308919057678431273e+02,-6.386964971808704039e-01,-1.999848061183818679e-02
-5.468831425497915798e-05,-5.654056396231000647e+00,-9.960049644531682134e+02,-8.732998470149477832e-01,-3.081895876004449308e-02
3.344048213052411072e-04,-3.366422517158679906e+00,-2.495993984159827232e+04,-2.083139181882661894e+00,-5.680807882584514301e-01
-4.451162748906788624e-04,3.756871364081320941e+00,1.993862995463795960e+04,1.487498431544713284e+00,5.275003108985658606e-01
1.258983372684651834e-04,6.037544341435292061e+00,3.078018047273159027e+03,9.285382247687106183e-01,7.096185025362608534e-02
9.514929600695266627e-05,6.020057103990692049e+00,2.230676805257797241e+03,7.319394139109653974e-01,5.288836477812638992e-02
8.011007096404397108e-05,6.560176862493860561e+00,1.816300261318683624e+03,6.461150491778394622e-01,4.413597456434033284e-02
5.669435277555548842e-05,5.909469142309558443e+00,1.250239290922880173e+03,4.806665924730890715e-01,3.110780283089528003e-02
-5.301744945002043576e-04,-4.481816807807949884e-04,-2.853097938233613968e+04,-4.156471938020016132e+00,-5.440689821387109104e-01
3.755430616887689942e-04,3.952997174369861644e-01,3.104901708128303289e+04,3.926911742455303500e+00,5.866500148531061942e-01
1.337518334899690062e-04,1.346436766933963192e+00,3.049655374771263450e+04,3.335794806292180059e+00,5.874408941592427214e-01
