Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
N3,1,120,115,5,49.569039595126924,0.43103512691414714,0.9935924946480241,0.993311463711534,-95.56872088940342,-82.15757796496688,49.569039595126945,7736.090236716183,0.6565326548726631
