0.000000000000000000e+00,-2.442872273425895635e-01,-1.058151601131505970e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.595698733469572417e-01,-5.097167038910090923e+03,-5.547404813984636992e-04
0.000000000000000000e+00,-4.897170459965733552e-02,-1.015283003858601818e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.940694372411627400e-01,-5.311371130459010601e+03,-8.848975015250933138e-04
0.000000000000000000e+00,-8.989441981057959621e-03,4.756035911958507723e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.489911596781534620e-01,6.334807334765791893e+03,2.473947133324634531e-03
0.000000000000000000e+00,-3.980229228425797433e-02,-2.366623574127890428e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.274207473175480221e-01,-5.888975945433601737e+03,-2.422682815599886894e-03
0.000000000000000000e+00,9.578004765759944028e-02,7.750510717453382159e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.557352785526944672e-01,6.486642482812516391e+03,2.775435685181674994e-03
0.000000000000000000e+00,-1.300942560505671530e-01,-2.936224156148030460e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.018798258223725606e+00,-5.884587478667497635e+03,-2.593522766315179730e-03
0.000000000000000000e+00,5.620275832478794503e-02,-9.383982208562200444e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.345957709115655820e-01,-5.279290347293019295e+03,-1.204629912113238700e-03
0.000000000000000000e+00,9.734054951814241630e-02,-9.307507857700033638e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.169756510118318937e-01,-5.765939834177494049e+03,-1.632422103426691166e-03
0.000000000000000000e+00,-9.512597502556825735e-02,8.779231929457448347e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.307533130603382610e-01,6.319957576844841242e+03,2.073083903502966324e-03
0.000000000000000000e+00,-5.624302914569249967e-02,6.761685486155092351e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.186163536110127703e-01,6.175357481803745031e+03,2.243063654135481894e-03
0.000000000000000000e+00,3.894799220836234199e-01,8.117828152361671323e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.987717109528584603e-01,6.425578446596860886e+03,1.984610582714329847e-03
0.000000000000000000e+00,2.140153639255741036e-01,6.093302817419889994e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.676164274175748092e-01,6.163695358432829380e+03,2.134754291388282418e-03
0.000000000000000000e+00,8.145658855088639960e-01,1.112479280769960610e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.796756640162965102e-01,5.085329080261290073e+03,1.432874594385090405e-03
0.000000000000000000e+00,5.836037425716460447e-01,8.920425187218902208e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.044368447303540948e-01,5.529313949603587389e+03,1.562193158812774044e-03
0.000000000000000000e+00,-1.988389811038618060e-01,-8.506239117558557494e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.045298883016176905e+00,-6.606221132561564445e+03,-2.866356868907239588e-03
0.000000000000000000e+00,-1.897307183630626004e-01,-5.556846940790158068e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.031155075884321093e+00,-5.189660565406084061e+03,-2.338738249646543383e-03
0.000000000000000000e+00,1.581150428573116495e-01,4.448841148683236324e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.073000333508125070e-01,6.291998802751302719e+03,2.405892378243370405e-03
