Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
TN3,1,192,184,8,336.31743937910153,1.8278121705385952,0.27560953883289196,0.2439421962682098,124.41442482747853,149.68750255779912,336.31743937910153,464.27646056691685,1.3519660389738328
