3.610872149108532809e-04,2.855058959526524553e+00,1.211356851670891047e+03,1.176741381617313564e+00,1.844952285227579869e-01
-3.952243944763736676e-04,-3.212708825820242531e+00,-1.680063864596188068e+03,-8.518945999734218733e-01,-5.558865387586273688e-01
-4.556231271481248177e-05,-3.575497000171776740e+00,-1.338187549263238907e+02,-3.697312784876199410e-01,-3.940528214474555563e-02
-2.949408786620340739e-05,-3.712139654723491056e+00,-8.556917215883731842e+01,-3.032204841885003943e-01,-2.475654249875280932e-02
-1.492079261238270921e-05,-3.637561388160276632e+00,-4.172051568329334259e+01,-2.965628123905419966e-01,-8.627266106768345655e-03
-5.544740663208560106e-05,-3.363353167857108694e+00,-1.582260213270783424e+02,-6.168300816936230779e-01,-3.088066744431395769e-02
-5.857998568473763020e-05,-3.621037357338065199e+00,-1.807333907634019852e+02,-2.959618814467475101e-01,-5.606764614581942474e-02
-1.162172874627589048e-03,-3.462145533257831587e-01,-6.698685964249074459e+03,-2.296671658445852859e+00,-1.176072040495357962e+00
2.614857521741725439e-05,3.823095596697403842e+00,7.417760403826832771e+01,3.117904387772763020e-01,1.452701793869246721e-02
-3.735047210285390737e-05,-3.669254127544195221e+00,-1.069415394328534603e+02,-3.785880866548815282e-01,-2.053395908954477184e-02
-9.318829157064177898e-05,-3.129798641039870599e+00,-2.697934569269418716e+02,-8.263909893153015274e-01,-5.139024254855031199e-02
1.629935880743944680e-04,2.738282862595755152e+00,4.817255120910704136e+02,1.129507803227466578e+00,8.896155337976163757e-02
-3.192452287643138720e-04,-2.310869809529879859e+00,-9.720358255729079247e+02,-1.693932078161740407e+00,-1.733669378740568257e-01
9.473044179700579196e-04,1.199223867578397051e+00,4.170730617694556713e+03,1.986871249886403401e+00,1.070276826674229298e+00
-9.767445072879636821e-04,-4.530756522042260759e-01,-3.352440814562141895e+03,-2.976244027903425238e+00,-5.713437925557593999e-01
1.288611935595583916e-03,1.165856351050743650e-03,4.917141259625554085e+03,3.133476512569602246e+00,8.793930998517537345e-01
1.053622313963244010e-03,3.863889289721649245e-01,4.049979420393705368e+03,2.534296621512699854e+00,6.117104128685042497e-01
1.258862314722548502e-03,9.725563100972658623e-04,5.696210208535194397e+03,2.598876234320820267e+00,8.776177521305288387e-01
-4.336337904489162825e-04,-2.209172712180042630e+00,-1.404489018298685551e+03,-1.618984229829018240e+00,-2.286348708030727928e-01
6.915200408422117126e-04,1.247595335118981019e+00,2.392541040350683033e+03,2.054589356852806858e+00,3.725617641196174445e-01
1.361368934503248175e-04,2.983229611626077471e+00,4.093774035573005676e+02,7.876070473479598322e-01,7.229600780892853074e-02
2.381525326906239442e-04,2.698762033471944655e+00,7.382183914855122566e+02,1.113084298466457955e+00,1.255106562342410692e-01
5.697580754108908858e-05,3.607757220223354544e+00,1.653473446853458881e+02,4.861664072022274241e-01,3.097534600989858278e-02
-8.961158882767254036e-05,-3.462539383960442585e+00,-2.644249671380966902e+02,-6.349249232338417537e-01,-4.827517111894854412e-02
-5.292661145986441839e-04,-1.287617151292165474e+00,-1.687826870419085026e+03,-2.121871035251695847e+00,-2.913390424580222793e-01
4.215935712570706596e-05,3.664771189032169030e+00,1.242978583052754402e+02,2.986171257033282678e-01,2.251957255028707444e-02
-6.274674450970773470e-05,-3.742827340553868343e+00,-1.875431014858186245e+02,-3.859461934192085497e-01,-3.313141725236528473e-02
6.721806370771718107e-05,3.797260674259477664e+00,2.082379881078377366e+02,3.100798468227441429e-01,3.442971696272451032e-02
8.936859444508335590e-05,3.561261983238046103e+00,2.830230991914868355e+02,3.680274305439802385e-01,4.544128263892122099e-02
3.030241485706325127e-04,3.290925909813002814e+00,1.061996671870350838e+03,8.698554115574853585e-01,1.517924517275573704e-01
4.525748347173871367e-04,2.792629850655321100e+00,1.677828208714723587e+03,1.152886317357052048e+00,2.281595531355072315e-01
1.401578150696440952e-04,3.797479116950683853e+00,4.552246616221964359e+02,5.124187482047176667e-01,7.064938366332791653e-02
-1.940581033136015341e-04,-3.427301600400600279e+00,-6.519972383901476860e+02,-6.293394194450825374e-01,-9.736990675960054131e-02
1.282913837297929883e-03,3.879772430627220214e-01,6.767428466670215130e+03,2.541934517462359988e+00,7.738410485172444453e-01
1.146368993595518401e-03,1.020282018245699616e-03,7.765154461067169905e+03,2.348634176033340459e+00,8.529716127185128505e-01
6.392860199504501236e-04,1.988153996291196268e+00,2.560817058116197586e+03,1.457771621364282177e+00,3.293715814928445118e-01
1.016314803710212898e-03,1.284830928118702698e+00,4.547158894464373589e+03,2.116472763997265361e+00,5.508713766166559722e-01
1.286306082017673116e-03,9.252780341134431629e-04,7.236358615758363158e+03,2.540596563113221684e+00,9.263000673581182065e-01
-6.096696399980528923e-04,-1.891680233713328940e+00,-2.441715669065713882e+03,-1.392790630236002247e+00,-7.207487072000183792e-01
-2.300152227423803391e-04,-3.139596550300347122e+00,-7.535983174592256546e+02,-8.316652182629475920e-01,-2.347963833186799965e-01
-1.023181331306671402e-04,-4.002432299658334358e+00,-3.274835893064737320e+02,-4.140842187776142547e-01,-1.038888369427024699e-01
