Construct,pH,pGS_pH,pT_pH,pA_pH,kES1_pH,kES2_pH,kMinor_pH,kGStES1_pH,kES1tGS_pH,kGStES2_pH,kES2tGS_pH,kES1tES2_pH,kES2tES1_pH,pGS_pH_err,pT_pH_err,pA_pH_err,kES1_pH_err,kES2_pH_err,kMinor_pH_err,kGStES1_pH_err,kES1tGS_pH_err,kGStES2_pH_err,kES2tGS_pH_err,kES1tES2_pH_err,kES2tES1_pH_err
hpTG-CGC,8.4,0.999335958,0.000488001,0.00017604,649.6348657,11083.93058,6055.017376,0.317078439,649.3177873,1.952172362,11081.97841,1605.212183,4449.805193,0.000121473,0.000120369,1.63E-05,323.485154,1565.775736,1707.227313,0.17618098,323.3272745,0.329965918,1565.499972,549.087602,1292.579591
