Construct,pH,pGS_pH,pT_pH,pA_pH,kES1_pH,kES2_pH,kMinor_pH,kGStES1_pH,kES1tGS_pH,kGStES2_pH,kES2tGS_pH,kES1tES2_pH,kES2tES1_pH,pGS_pH_err,pT_pH_err,pA_pH_err,kES1_pH_err,kES2_pH_err,kMinor_pH_err,kGStES1_pH_err,kES1tGS_pH_err,kGStES2_pH_err,kES2tGS_pH_err,kES1tES2_pH_err,kES2tES1_pH_err
hpUG-CGC,8.4,0.996665804,0.000839974,0.002494222,4927.764008,982.9099117,4850.568891,4.149544689,4923.614463,2.453656688,980.456255,3628.579417,1221.989473,0.000361835,4.51E-05,0.000359013,280.0891248,197.2873114,503.2745251,0.324340464,279.8533574,0.605523961,196.7951347,401.8262929,189.2034053
