G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.999797413471,0.000201911062722,1.70167473578e-07,5.05295744538e-07,3.37731609058e-12,3.40334807249e-10,1.01059025546e-09,0.251927228714,0.748072771286
0.999797413469,0.000201911062722,1.70167476259e-07,5.05295731075e-07,4.17098530529e-12,4.20313452969e-10,1.24807857422e-09,0.251927272559,0.748072727441
0.999797413469,0.000201911062722,1.7016747957e-07,5.05295714449e-07,5.15116675048e-12,5.19087062584e-10,1.54137644237e-09,0.251927326709,0.748072673291
0.999797413467,0.000201911062722,1.70167483658e-07,5.05295693915e-07,6.36169078196e-12,6.41072443235e-10,1.90359899609e-09,0.251927393583,0.748072606417
0.999797413467,0.000201911062722,1.70167488708e-07,5.05295668556e-07,7.8566878795e-12,7.91724346818e-10,2.35094337187e-09,0.251927476173,0.748072523827
0.999797413464,0.000201911062721,1.70167494944e-07,5.05295637238e-07,9.70300917087e-12,9.7777938441e-10,2.90341294678e-09,0.251927578171,0.748072421829
0.999797413462,0.000201911062721,1.70167502645e-07,5.05295598559e-07,1.19832157765e-11,1.20755725924e-09,3.58571175964e-09,0.251927704138,0.748072295862
0.99979741346,0.00020191106272,1.70167512157e-07,5.05295550792e-07,1.47992706458e-11,1.49133278734e-09,4.42834909726e-09,0.251927859708,0.748072140292
0.999797413456,0.000201911062719,1.70167523903e-07,5.05295491798e-07,1.82770979691e-11,1.84179533983e-09,5.46900362202e-09,0.251928051837,0.748071948163
0.999797413451,0.000201911062718,1.7016753841e-07,5.05295418942e-07,2.25722140419e-11,2.27461624942e-09,6.75420801409e-09,0.251928289115,0.748071710885
0.999797413446,0.000201911062717,1.70167556326e-07,5.05295328964e-07,2.78766813678e-11,2.80914955004e-09,8.34142941974e-09,0.251928582153,0.748071417847
0.99979741344,0.000201911062716,1.70167578453e-07,5.05295217842e-07,3.44276969531e-11,3.46929737902e-09,1.03016386762e-08,0.251928944054,0.748071055946
0.999797413432,0.000201911062715,1.70167605779e-07,5.05295080607e-07,4.25181988187e-11,4.28457873177e-09,1.2722483107e-08,0.251929391001,0.748070608999
0.999797413422,0.000201911062712,1.70167639527e-07,5.0529491112e-07,5.25099649888e-11,5.29144934768e-09,1.5712204625e-08,0.251929942979,0.748070057021
0.99979741341,0.00020191106271,1.70167681205e-07,5.05294701805e-07,6.48497906667e-11,6.53493172947e-09,1.94044781303e-08,0.251930624668,0.748069375332
0.999797413395,0.000201911062707,1.70167732678e-07,5.05294443301e-07,8.00894669258e-11,8.07062815634e-09,2.39643862342e-08,0.251931466549,0.748068533451
0.999797413377,0.000201911062703,1.70167796246e-07,5.0529412405e-07,9.89104542128e-11,9.96720666276e-09,2.95957969786e-08,0.251932506266,0.748067493734
0.999797413353,0.000201911062699,1.70167874753e-07,5.05293729775e-07,1.22154353847e-10,1.23094710811e-08,3.65504736932e-08,0.251933790305,0.748066209695
0.999797413325,0.000201911062693,1.70167971709e-07,5.05293242847e-07,1.50860539904e-10,1.5202152329e-08,4.51393231943e-08,0.251935376078,0.748064623922
0.999797413291,0.000201911062686,1.70168091449e-07,5.05292641494e-07,1.86312633937e-10,1.87745903213e-08,5.57462835297e-08,0.251937334482,0.748062665518
0.999797413247,0.000201911062677,1.70168239328e-07,5.05291898826e-07,2.30095900297e-10,2.31865156297e-08,6.88454695841e-08,0.251939753074,0.748060246926
0.999797413193,0.000201911062666,1.70168421956e-07,5.05290981637e-07,2.84168127835e-10,2.863518907e-08,8.50223391149e-08,0.251942739977,0.748057260023
0.999797413128,0.000201911062653,1.70168647501e-07,5.05289848917e-07,3.50947166536e-10,3.53642179268e-08,1.04999819409e-07,0.251946428716,0.748053571284
0.999797413047,0.000201911062637,1.70168926046e-07,5.0528845002e-07,4.33419031778e-10,4.36744422152e-08,1.29670553274e-07,0.251950984174,0.748049015826
0.999797412946,0.000201911062616,1.70169270045e-07,5.05286722401e-07,5.35271407785e-10,5.39373765048e-08,1.60136691697e-07,0.251956609962,0.748043390038
0.999797412822,0.000201911062591,1.70169694879e-07,5.05284588822e-07,6.61058516286e-10,6.66118064417e-08,1.97758990283e-07,0.251963557499,0.748036442501
0.999797412668,0.00020191106256,1.70170219539e-07,5.05281953896e-07,8.1640471698e-10,8.22642791526e-08,2.44217370983e-07,0.251972137235,0.748027862765
0.99979741248,0.000201911062522,1.70170867481e-07,5.05278699832e-07,1.00825593526e-09,1.01594399287e-07,3.01585605488e-07,0.251982732486,0.748017267514
0.999797412246,0.000201911062475,1.70171667668e-07,5.05274681166e-07,1.24519014676e-09,1.25466054979e-07,3.72423381089e-07,0.25199581652,0.74800418348
0.999797411957,0.000201911062417,1.70172655868e-07,5.05269718274e-07,1.53780078195e-09,1.54945959572e-07,4.59889745827e-07,0.252011973624,0.747988026376
0.999797411601,0.000201911062345,1.70173876246e-07,5.05263589346e-07,1.89917016402e-09,1.91351216591e-07,5.67882823005e-07,0.252031925087,0.747968074913
