G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.99974361522,0.000255529938169,2.15356619967e-07,6.39480514926e-07,4.27418567446e-12,4.30713062872e-10,1.27895946864e-09,0.251927228714,0.748072771286
0.99974361522,0.000255529938169,2.1535662336e-07,6.39480497888e-07,5.2786192237e-12,5.3193058964e-10,1.57951444859e-09,0.25192727256,0.74807272744
0.999743615218,0.000255529938168,2.15356627549e-07,6.39480476846e-07,6.51909461275e-12,6.56934212608e-10,1.95069958873e-09,0.251927326709,0.748072673291
0.999743615217,0.000255529938168,2.15356632724e-07,6.39480450859e-07,8.05108165074e-12,8.1131365252e-10,2.40911284013e-09,0.251927393583,0.748072606417
0.999743615214,0.000255529938167,2.15356639114e-07,6.39480418765e-07,9.94308553969e-12,1.00197220826e-09,2.97525260058e-09,0.251927476173,0.748072523827
0.999743615212,0.000255529938167,2.15356647006e-07,6.3948037913e-07,1.22797101855e-11,1.23743544446e-09,3.67443428191e-09,0.251927578171,0.748072421829
0.99974361521,0.000255529938166,2.15356656752e-07,6.3948033018e-07,1.51654413836e-11,1.52823241891e-09,4.53792225088e-09,0.251927704139,0.748072295861
0.999743615206,0.000255529938165,2.15356668789e-07,6.39480269727e-07,1.8729319048e-11,1.88736649591e-09,5.60432774582e-09,0.251927859709,0.748072140291
0.999743615202,0.000255529938164,2.15356683655e-07,6.39480195067e-07,2.31307074063e-11,2.33089679663e-09,6.92133525783e-09,0.251928051837,0.748071948163
0.999743615197,0.000255529938163,2.15356702015e-07,6.39480102863e-07,2.85664211791e-11,2.87865628427e-09,8.54783454124e-09,0.251928289116,0.748071710884
0.99974361519,0.000255529938161,2.15356724688e-07,6.3947998899e-07,3.52795263923e-11,3.55513858996e-09,1.05565535394e-08,0.251928582154,0.748071417846
0.999743615182,0.000255529938159,2.1535675269e-07,6.39479848357e-07,4.35702093538e-11,4.39059322846e-09,1.30373098849e-08,0.251928944056,0.748071055944
0.999743615172,0.000255529938157,2.15356787272e-07,6.39479674676e-07,5.38091997962e-11,5.42237816805e-09,1.61010262527e-08,0.251929391003,0.748070608997
0.999743615159,0.000255529938153,2.15356829981e-07,6.3947946018e-07,6.64543483937e-11,6.69663022116e-09,1.98846889421e-08,0.251929942981,0.748070057019
0.999743615144,0.000255529938149,2.15356882727e-07,6.39479195277e-07,8.20710998974e-11,8.27032792664e-09,2.45574711448e-08,0.251930624671,0.748069375329
0.999743615125,0.000255529938144,2.15356947868e-07,6.39478868123e-07,1.01357777306e-10,1.02138391325e-08,3.03282942986e-08,0.251931466553,0.748068533447
0.999743615102,0.000255529938139,2.15357028316e-07,6.39478464089e-07,1.2517680759e-10,1.26140671433e-08,3.74551650095e-08,0.251932506271,0.748067493729
