G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.996966895938,0.0030229910399,2.54772938627e-06,7.5652343544e-06,5.05648187033e-11,5.09545667773e-09,1.51304502382e-08,0.251927228723,0.748072771277
0.996966895939,0.00302299103991,2.54772942641e-06,7.56523415285e-06,6.24475501019e-11,6.29288848818e-09,1.86861001857e-08,0.25192727257,0.74807272743
0.99696689592,0.00302299103985,2.54772947593e-06,7.56523390378e-06,7.71227228541e-11,7.77171650667e-09,2.30773247934e-08,0.251927326722,0.748072673278
0.99696689589,0.00302299103976,2.54772953707e-06,7.56523359614e-06,9.52465604032e-11,9.59806870177e-09,2.85004824904e-08,0.2519273936,0.7480726064
0.996966895873,0.00302299103971,2.54772961263e-06,7.56523321635e-06,1.17629498559e-10,1.18536130411e-08,3.51980750884e-08,0.251927476193,0.748072523807
0.996966895845,0.00302299103962,2.54772970593e-06,7.56523274725e-06,1.45272425322e-10,1.46392093517e-08,4.34695910286e-08,0.251927578196,0.748072421804
0.996966895818,0.00302299103954,2.54772982117e-06,7.56523216797e-06,1.79411437041e-10,1.80794193489e-08,5.36848965628e-08,0.25192770417,0.74807229583
0.996966895785,0.00302299103944,2.5477299635e-06,7.56523145257e-06,2.21573112189e-10,2.23280764894e-08,6.63007734991e-08,0.251927859747,0.748072140253
0.996966895713,0.00302299103922,2.54773013919e-06,7.56523056882e-06,2.73642774395e-10,2.75751646922e-08,8.18813427746e-08,0.251928051884,0.748071948116
0.996966895656,0.00302299103905,2.54773035625e-06,7.56522947762e-06,3.37948797166e-10,3.40553134911e-08,1.01123286748e-07,0.251928289174,0.748071710826
0.99696689558,0.00302299103882,2.54773062431e-06,7.56522812994e-06,4.17366719944e-10,4.20582894296e-08,1.24886997437e-07,0.251928582226,0.748071417774
0.996966895489,0.00302299103854,2.54773095537e-06,7.56522646559e-06,5.15447831174e-10,5.19419527746e-08,1.54235042691e-07,0.251928944145,0.748071055855
0.996966895363,0.00302299103816,2.54773136419e-06,7.56522441001e-06,6.36577967842e-10,6.41482587948e-08,1.90479668941e-07,0.251929391113,0.748070608887
0.996966895224,0.00302299103774,2.54773186913e-06,7.5652218715e-06,7.86173632196e-10,7.92230189564e-08,2.35241462623e-07,0.251929943116,0.748070056884
0.996966895035,0.00302299103717,2.54773249268e-06,7.56521873632e-06,9.70924194625e-10,9.78403053923e-08,2.90521790147e-07,0.251930624838,0.748069375162
0.99696689482,0.00302299103651,2.54773326281e-06,7.5652148645e-06,1.1990910126e-09,1.20832589531e-07,3.58792250849e-07,0.251931466759,0.748068533241
0.996966894535,0.00302299103565,2.54773421387e-06,7.56521008269e-06,1.4808768396e-09,1.49227961893e-07,4.43105135379e-07,0.251932506525,0.748067493475
0.996966894195,0.00302299103462,2.54773538846e-06,7.56520417724e-06,1.82888204135e-09,1.84296096457e-07,5.47229817553e-07,0.251933790625,0.748066209375
0.996966893773,0.00302299103334,2.54773683907e-06,7.56519688402e-06,2.25866801616e-09,2.27605013397e-07,6.75821161137e-07,0.251935376473,0.748064623527
0.996966893252,0.00302299103176,2.54773863056e-06,7.56518787693e-06,2.78945300968e-09,2.81091176167e-07,8.34627445688e-07,0.25193733497,0.74806266503
0.996966892618,0.00302299102984,2.54774084307e-06,7.56517675331e-06,3.44497143137e-09,3.47146053903e-07,1.0307470687e-06,0.251939753677,0.748060246323
0.996966891822,0.00302299102742,2.54774357547e-06,7.56516301561e-06,4.25453508778e-09,4.2872301453e-07,1.27294544117e-06,0.251942740722,0.748057259278
0.996966890833,0.00302299102443,2.54774694994e-06,7.56514604964e-06,5.25434377168e-09,5.29469320347e-07,1.57204615305e-06,0.251946429636,0.748053570364
0.996966889611,0.00302299102072,2.54775111737e-06,7.56512509684e-06,6.48910378741e-09,6.53889115946e-07,1.94141375672e-06,0.25195098531,0.74804901469
0.996966888103,0.00302299101615,2.5477562641e-06,7.56509922044e-06,8.01402675002e-09,8.07544677738e-07,2.39754953814e-06,0.251956611365,0.748043388635
0.996966886256,0.00302299101055,2.54776262025e-06,7.56506726363e-06,9.89729798125e-09,9.9730489526e-07,2.96082658336e-06,0.251963559232,0.748036440768
0.996966883969,0.00302299100361,2.54777046996e-06,7.56502779761e-06,1.22231247929e-08,1.2316520512e-06,3.65639650155e-06,0.251972139374,0.748027860626
0.996966881155,0.00302299099508,2.54778016417e-06,7.56497905819e-06,1.50955008357e-08,1.52106055098e-06,4.5153075764e-06,0.251982735128,0.748017264872
0.996966877653,0.00302299098446,2.54779213613e-06,7.56491886635e-06,1.86428546384e-08,1.87846443415e-06,5.57588316483e-06,0.251995819783,0.748004180217
0.99696687335,0.00302299097141,2.54780692109e-06,7.56484453199e-06,2.30237899004e-08,2.31983441695e-06,6.88542018466e-06,0.252011977653,0.747988022347
0.99696686804,0.00302299095531,2.54782517979e-06,7.56475273274e-06,2.84341737484e-08,2.86489002914e-06,8.50228090209e-06,0.252031930062,0.747968069938
0.996966861465,0.00302299093537,2.54784772815e-06,7.56463936608e-06,3.51158892103e-08,3.53797832589e-06,1.0498467392e-05,0.252056567382,0.747943432618
0.996966853344,0.00302299091075,2.54787557368e-06,7.56449936672e-06,4.3367642195e-08,4.36915791154e-06,1.29627874506e-05,0.25208698852,0.74791301148
0.99696684333,0.00302299088039,2.54790996037e-06,7.56432648056e-06,5.35583045642e-08,5.39553590189e-06,1.60047438866e-05,0.252124549549,0.747875450451
0.996966830948,0.00302299084284,2.54795242397e-06,7.56411298575e-06,6.61433874154e-08,6.6629163187e-06,1.97593064501e-05,0.252170923582,0.747829076418
0.996966815663,0.0030229907965,2.54800486056e-06,7.56384934976e-06,8.16853773512e-08,8.22783166177e-06,2.43927575357e-05,0.25222817442,0.74777182558
0.996966796784,0.00302299073925,2.54806961061e-06,7.56352380512e-06,1.00878839198e-07,1.01600455073e-05,3.01098392976e-05,0.252298847055,0.747701152945
0.996966773479,0.00302299066859,2.54814956303e-06,7.56312182745e-06,1.24581398723e-07,1.25456334829e-05,3.71624706418e-05,0.252386078765,0.747613921235
0.996966744689,0.00302299058129,2.54824828303e-06,7.56262549153e-06,1.53851977105e-07,1.54907734494e-05,4.58603465388e-05,0.25249373528,0.74750626472
0.99696670915,0.00302299047353,2.54837016992e-06,7.56201267926e-06,1.89997966078e-07,1.91264038235e-05,5.65837768815e-05,0.25262657737,0.74737342263
0.996966665257,0.00302299034043,2.5485206509e-06,7.56125610376e-06,2.34633421522e-07,2.36139422986e-05,6.97991631879e-05,0.252790464203,0.747209535797
0.996966611037,0.00302299017603,2.5487064197e-06,7.56032211049e-06,2.89750829536e-07,2.9152296325e-05,8.60775413225e-05,0.252992600877,0.747007399123
0.99696654411,0.00302298997309,2.54893572965e-06,7.55916920456e-06,3.57809580764e-07,3.59864418648e-05,0.000106116624737,0.253241838655,0.746758161345
0.996966461479,0.00302298972254,2.54921875287e-06,7.5577462429e-06,4.41844997689e-07,4.44178979982e-05,0.00013076674649,0.25354903752,0.74645096248
0.996966359426,0.0030229894131,2.54956802045e-06,7.55599022144e-06,5.45602621012e-07,5.48174810007e-05,0.000161060990908,0.253927501505,0.746072498495
0.996966233437,0.00302298903108,2.5499989607e-06,7.55382357075e-06,6.73703503107e-07,6.7640780162e-05,0.000198249585642,0.254393497702,0.745606502298
0.996966077913,0.0030229885595,2.55053055486e-06,7.5511508573e-06,8.31847510665e-07,8.34468544171e-05,0.000243838234131,0.254966869366,0.745033130634
0.996965885918,0.00302298797733,2.55118613426e-06,7.54785477517e-06,1.02706313898e-06,0.000102920695949,0.000299629430493,0.255671751637,0.744328248363
0.99696564894,0.00302298725877,2.55199434551e-06,7.54379129409e-06,1.26801412009e-06,0.00012690003125,0.000367764817532,0.25653739408,0.74346260592
0.996965356473,0.00302298637196,2.55299031287e-06,7.53878381409e-06,1.56537519664e-06,0.000156407011204,0.00045076521683,0.257599086359,0.742400913641
0.996964995606,0.00302298527774,2.55421702958e-06,7.53261616973e-06,1.9322918553e-06,0.000192685248479,0.00055156297908,0.25889917012,0.74110082988
0.996964550382,0.00302298392774,2.55572700952e-06,7.52502432321e-06,2.38494157072e-06,0.000237242447052,0.000673518725776,0.260488099548,0.739511900452
0.99696400125,0.00302298226267,2.55758422802e-06,7.51568660662e-06,2.94321718129e-06,0.000291898470735,0.000820411462082,0.262425482434,0.737574517566
0.996963324158,0.0030229802096,2.55986637022e-06,7.50421241271e-06,3.63155632777e-06,0.000358838027464,0.000996387763306,0.264780990672,0.735219009328
0.996962489584,0.00302297767901,2.56266738913e-06,7.49012932932e-06,4.47994430765e-06,0.000440666093487,0.00120585300752,0.267634971994,0.732365028006
0.996961461353,0.00302297456122,2.56610034299e-06,7.47286886656e-06,5.52512101034e-06,0.000540462636349,0.00145328673324,0.271078524007,0.728921475993
0.996960195198,0.003022970722,2.57030043099e-06,7.45175118279e-06,6.81202549544e-06,0.000661830988783,0.00174296704515,0.275212712022,0.724787287978
0.996958637095,0.00302296599754,2.57542806848e-06,7.42596960757e-06,8.39551386805e-06,0.000808931288979,0.00207859786151,0.280146535955,0.719853464045
0.996956721176,0.00302296018811,2.58167172864e-06,7.39457632908e-06,1.03423869909e-05,0.000986486764988,0.0024628496492,0.285993201744,0.714006798256
0.996954367456,0.00302295305119,2.58925012143e-06,7.35647140527e-06,1.27337640281e-05,0.00119974656747,0.00289684939752,0.292864265288,0.707135734712
0.996951479058,0.00302294429303,2.59841307533e-06,7.31039827959e-06,1.56678361231e-05,0.00145438500213,0.00337968575054,0.300861339551,0.699138660449
0.996947939015,0.00302293355895,2.60944024306e-06,7.25495021497e-06,1.92630331534e-05,0.00175631458838,0.00390802247751,0.310065338265,0.689934661735
0.9969436067,0.00302292042256,2.62263649406e-06,7.18859335894e-06,2.36616390766e-05,0.00211139118609,0.00447592562518,0.320523704352,0.679476295648
0.996938313682,0.00302290437313,2.63832264213e-06,7.10971322259e-06,2.90339049838e-05,0.00252499570953,0.00507499421383,0.332236718074,0.667763281926
0.996931858933,0.00302288480112,2.65682009506e-06,7.01669166832e-06,3.5582745513e-05,0.00300149070384,0.00569483514107,0.345144691835,0.654855308165
