G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.999921033283,7.87034245822e-05,6.63300105627e-08,1.96960508185e-07,1.31645259374e-12,1.32659966591e-10,3.93920535517e-10,0.251927228714,0.748072771286
0.999921033283,7.87034245821e-05,6.63300116077e-08,1.96960502937e-07,1.62581892732e-12,1.63835045493e-10,4.86491708847e-10,0.251927272559,0.748072727441
0.999921033283,7.87034245821e-05,6.63300128982e-08,1.96960496457e-07,2.00788633565e-12,2.0233626098e-10,6.00817027804e-10,0.251927326708,0.748072673292
0.999921033282,7.87034245821e-05,6.63300144919e-08,1.96960488453e-07,2.47973956416e-12,2.49885251495e-10,7.42008674537e-10,0.251927393582,0.748072606418
0.999921033282,7.8703424582e-05,6.63300164602e-08,1.96960478568e-07,3.06247826966e-12,3.08608238597e-10,9.16380171903e-10,0.251927476172,0.748072523828
0.999921033281,7.8703424582e-05,6.63300188911e-08,1.96960466361e-07,3.78216052259e-12,3.81131102981e-10,1.13172868693e-09,0.25192757817,0.74807242183
0.99992103328,7.87034245819e-05,6.63300218932e-08,1.96960451285e-07,4.67096803119e-12,4.70696802845e-10,1.39768366947e-09,0.251927704137,0.748072295863
0.999921033279,7.87034245818e-05,6.63300256008e-08,1.96960432665e-07,5.76864519181e-12,5.81310384751e-10,1.72613741173e-09,0.251927859706,0.748072140294
0.999921033278,7.87034245817e-05,6.63300301796e-08,1.96960409671e-07,7.12427631358e-12,7.17918070816e-10,2.13177677495e-09,0.251928051834,0.748071948166
0.999921033276,7.87034245816e-05,6.63300358345e-08,1.96960381272e-07,8.79848048725e-12,8.86628429516e-10,2.6327398504e-09,0.251928289112,0.748071710888
0.999921033274,7.87034245814e-05,6.63300428183e-08,1.969603462e-07,1.08661222425e-11,1.09498551875e-09,3.25142690261e-09,0.25192858215,0.74807141785
0.999921033272,7.87034245812e-05,6.63300514433e-08,1.96960302886e-07,1.34196592015e-11,1.35230621319e-09,4.01550183398e-09,0.25192894405,0.74807105595
0.999921033269,7.8703424581e-05,6.63300620951e-08,1.96960249394e-07,1.65732764171e-11,1.67009679682e-09,4.95912891683e-09,0.251929390996,0.748070609004
