G,GS,ES1,ES2,Mis,FT,FA,fT,fA
0.938932977153,0.0608634124248,5.12947284118e-05,0.000152314701739,1.01804715075e-09,1.02589414594e-07,3.04629031128e-07,0.251927228916,0.748072771084
0.93893297693,0.0608634124104,5.12947292077e-05,0.000152314697645,1.25728821081e-09,1.26697916734e-07,3.76216735266e-07,0.251927272809,0.748072727191
0.938932976626,0.0608634123907,5.12947301891e-05,0.000152314692584,1.55275090924e-09,1.56471911467e-07,4.64627487792e-07,0.251927327017,0.748072672983
0.938932976358,0.0608634123733,5.1294731407e-05,0.000152314686351,1.91764732568e-09,1.93242786739e-07,5.7381467255e-07,0.251927393964,0.748072606036
0.938932975877,0.0608634123421,5.12947329029e-05,0.000152314678629,2.3682943748e-09,2.38654805096e-07,7.08660701242e-07,0.251927476643,0.748072523357
0.938932975341,0.0608634123074,5.12947347535e-05,0.000152314669102,2.9248434426e-09,2.94738628602e-07,8.75195326476e-07,0.251927578751,0.748072421249
0.938932974701,0.0608634122659,5.12947370402e-05,0.000152314657339,3.61218148351e-09,3.64002121388e-07,1.08086525275e-06,0.251927704855,0.748072295145
0.938932973962,0.060863412218,5.1294739867e-05,0.000152314642821,4.46104387597e-09,4.49542490395e-07,1.33486709946e-06,0.251927860594,0.748072139406
0.938932973001,0.0608634121557,5.12947433556e-05,0.000152314624883,5.50938879584e-09,5.55184778062e-07,1.64855859868e-06,0.25192805293,0.74807194707
0.938932971716,0.0608634120724,5.12947476585e-05,0.000152314602713,6.80409456581e-09,6.85652899487e-07,2.03596640821e-06,0.251928290466,0.748071709534
0.938932970256,0.0608634119778,5.12947529796e-05,0.000152314575355,8.40305587928e-09,8.46780871251e-07,2.51441323545e-06,0.251928583821,0.748071416179
0.938932968412,0.0608634118582,5.12947595489e-05,0.00015231454156,1.03777726233e-08,1.04577367493e-06,3.1052922945e-06,0.251928946115,0.748071053885
0.938932966234,0.0608634117171,5.12947676674e-05,0.00015231449984,1.28165470746e-08,1.2915294194e-06,3.83502370416e-06,0.251929393546,0.748070606454
0.938932963423,0.0608634115348,5.12947776871e-05,0.000152314448296,1.58284324091e-08,1.59503720207e-06,4.7362355451e-06,0.251929946121,0.748070053879
0.938932959954,0.06086341131,5.12947900617e-05,0.00015231438464,1.95481091018e-08,1.96986845711e-06,5.84922233172e-06,0.251930628549,0.748069371451
0.938932955714,0.0608634110351,5.12948053465e-05,0.000152314306032,2.41419072325e-08,2.43278375073e-06,7.22374601021e-06,0.251931471342,0.748068528658
