Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
2288.0,900.0,2.8779700111409223,0.14807345566695654,5.961638380492511,1.1050564782632528,3.016434846836566,6.994986748084321,-0.13846483569564372,-1.0333483675918096
2574.0,900.0,2.744537964558736,0.14221834346860754,5.55588497629569,1.3055075057044299,2.8884945092515855,6.877348473958168,-0.14395654469284924,-1.321463497662478
2860.0,900.0,2.696287849334186,0.1286241527744717,5.679843860749273,1.4275057824461617,2.7951515072483555,6.777059588138432,-0.09886365791416951,-1.097215727389159
3146.0,900.0,2.5898663031882765,0.14120149344256883,4.899613927105904,1.8665296419277935,2.7253738322462477,6.690875574023039,-0.13550752905797125,-1.7912616469171354
2002.0,900.0,3.2760750981950144,0.14687087330510742,7.606893608705933,0.8736104383549393,3.196603961191506,7.134187119857229,0.07947113700350839,0.47270648884870425
1716.0,900.0,3.4194126157773517,0.14502993331838115,7.122324486375012,0.6722685300166169,3.4578095182116844,7.30030863465462,-0.03839690243433269,-0.17798414827960762
858.0,900.0,5.243620060459206,0.1647314535904849,7.827268829721921,0.314446720011455,5.358283186905955,8.046142901622428,-0.11466312644674925,-0.21887407190050734
572.0,900.0,6.630621346455623,0.1843804608065931,8.339162316445782,0.2588574196813392,6.689571550905934,8.421924327924328,-0.05895020445031118,-0.08276201147854678
1430.0,900.0,3.77870886548516,0.14682433451265572,7.257243221335385,0.5174923365434332,3.84777568193347,7.50067390562956,-0.06906681644831014,-0.24343068429417514
1144.0,900.0,4.284215334525748,0.13767011296751752,7.327235981857919,0.36010694378808167,4.443897516148041,7.744920409958773,-0.1596821816222933,-0.4176844281008538
-3146.0,900.0,3.4773095350837937,0.14319862800234046,16.630644934472052,1.8929295812191462,3.6219190990452903,18.542225549234963,-0.1446095639614966,-1.9115806147629115
-2860.0,900.0,4.066724518805542,0.15064122930367246,20.889322235909404,1.6718572777139433,4.0367222851614715,20.55634929817269,0.03000223364407084,0.332972937736713
286.0,900.0,8.067837094252404,0.18404289307336288,8.640106286511408,0.20262804428549722,8.300051151158469,8.895769949588693,-0.23221405690606467,-0.2556636630772857
10.0,900.0,9.164622430391692,0.1966599228831648,9.16545746579003,0.19668420188598987,9.473968068298225,9.47484129451606,-0.30934563790653336,-0.30938382872602865
-572.0,900.0,8.661915642094467,0.20723823971455793,11.190959072361538,0.29094816097723436,8.710167925520848,11.258701942331841,-0.04825228342638077,-0.06774286997030288
-858.0,900.0,7.508182575243567,0.18727654777435393,12.149966405165191,0.3574817977938102,7.7050682869577205,12.525790602161244,-0.19688571171415337,-0.37582419699605296
-10.0,900.0,9.956454721181354,0.23813268780110802,9.95738751365263,0.2381620868983674,9.521835779338655,9.522714915150445,0.43461894184269845,0.43467259850218554
-286.0,900.0,9.7240891496941,0.2019491666863961,10.463611172973978,0.22234254204229792,9.547885210525347,10.269613681449366,0.17620393916875265,0.19399749152461254
-1716.0,900.0,5.790117926420661,0.15504334573617268,18.11143920099077,0.7186844794177717,5.821210154310698,18.25556342321385,-0.031092227890037627,-0.14412422222308052
-2002.0,900.0,5.471568597475915,0.15196550713650536,20.66602504266813,0.9039141003033475,5.414453535727557,20.326295911848575,0.05711506174835801,0.33972913081955625
-1144.0,900.0,6.860960764066662,0.16420026613439245,14.067289444084828,0.4295024877389112,6.883552722642189,14.126383760065664,-0.02259195857552676,-0.05909431598083614
-1430.0,900.0,6.13659427608996,0.17649105475703342,15.567770454342353,0.6220547064516725,6.27996211409705,16.07308013425154,-0.14336783800708996,-0.5053096799091872
-2288.0,900.0,5.068344406379633,0.15682797667918816,22.30816993388988,1.170390539085183,4.98488579830692,21.68532720288063,0.08345860807271244,0.6228427310092499
-2574.0,900.0,4.572545653536881,0.14630113527968702,22.33626435803947,1.3429859014134151,4.511512748169686,21.776006699930768,0.06103290536719541,0.5602576581087035
1146.0,1200.0,5.030780839440532,0.17428972481766378,7.4293565517323685,0.33324631109449365,5.152847123227511,7.6627503379901665,-0.12206628378697904,-0.23339378625779794
764.0,1200.0,6.206341431518129,0.1754930636938477,7.748882036532088,0.24662820210068395,6.413678281590589,8.04026172691003,-0.20733685007246017,-0.2913796903779424
-3438.0,1200.0,3.747799891175655,0.14716017523644734,14.803985007730716,1.355084004616636,3.694232431948028,14.310723790484396,0.05356745922762718,0.4932612172463209
-3056.0,1200.0,4.0867974107960325,0.16394147092527395,15.021120794137094,1.2271857021830375,4.231754108366211,16.106195764428634,-0.14495669757017815,-1.08507497029154
-2674.0,1200.0,4.897978654780444,0.1695289933132571,17.297465676061968,1.0113200295576616,4.909537934241552,17.366422204486994,-0.011559279461107685,-0.06895652842502642
-2292.0,1200.0,5.879843994786344,0.17951665032909608,18.571614140970745,0.8344113423946717,5.640031908112179,17.456943580900557,0.23981208667416531,1.1146705600701878
382.0,1200.0,7.8318492089083245,0.1940209290480454,8.382206996903404,0.21368225547193917,7.973214308182229,8.537897485584562,-0.14136509927390417,-0.15569048868115765
10.0,1200.0,9.095720785072292,0.20824213826296883,9.096185707647377,0.20825659952257042,9.180216055734517,9.180686846036732,-0.08449527066222551,-0.08450113838935458
-4202.0,1200.0,3.0147853162595557,0.1390395813342322,10.542832519235933,1.843896967348535,3.058224266266707,11.118905515244517,-0.043438950007151256,-0.576072996008584
-3820.0,1200.0,3.1653870315901926,0.1441532061759265,10.913052861447191,1.6049457379825864,3.3136409542176644,12.56365438167822,-0.14825392262747172,-1.650601520231028
