GS,ES1,ES2,Mis,FT,FA,fT,fA
0.999052685613,0.000850657646639,9.66523650948e-05,4.73655005867e-09,1.70130947981e-06,1.9330465503e-07,0.897971491147,0.102028508853
0.999052684691,0.00085065764503,9.66523691454e-05,5.84963933753e-09,2.10111551639e-06,2.38731237153e-07,0.897971421935,0.102028578065
0.999052683246,0.000850657642781,9.66523741182e-05,7.22430460263e-09,2.59487508254e-06,2.94833059784e-07,0.897971336459,0.102028663541
0.999052680337,0.000850657639048,9.66523801509e-05,8.9220162059e-09,3.20466678794e-06,3.64118800816e-07,0.897971230896,0.102028769104
0.999052679743,0.000850657636989,9.66523878912e-05,1.10186900804e-08,3.95775748717e-06,4.49686677624e-07,0.897971100527,0.102028899473
0.999052677312,0.000850657633001,9.66523972864e-05,1.36080823269e-08,4.88782134326e-06,5.55362982803e-07,0.897970939521,0.102029060479
0.999052672604,0.000850657626624,9.66524087244e-05,1.68059817636e-08,6.03644538774e-06,6.8587318488e-07,0.89797074068,0.10202925932
0.999052669618,0.000850657621157,9.6652423124e-05,2.07553876737e-08,7.45498876597e-06,8.4705323491e-07,0.897970495112,0.102029504888
0.999052664341,0.000850657613051,9.66524407537e-05,2.56329040347e-08,9.20687864288e-06,1.04611051708e-06,0.897970191838,0.102029808162
0.999052657915,0.000850657603118,9.66524625352e-05,3.16566368788e-08,1.13704455817e-05,1.29194614091e-06,0.897969817298,0.102030182702
0.999052649827,0.000850657590722,9.66524894207e-05,3.90959471433e-08,1.40424247296e-05,1.59555295348e-06,0.897969354745,0.102030645255
0.999052641886,0.000850657577157,9.66525228225e-05,4.8283495733e-08,1.73422793274e-05,1.9705070924e-06,0.897968783501,0.102031216499
0.999052628913,0.000850657557707,9.66525637672e-05,5.96301185833e-08,2.14175391797e-05,2.43357502337e-06,0.897968078025,0.102031921975
0.999052616506,0.000850657536765,9.66526146837e-05,7.36431987806e-08,2.6450392873e-05,3.00546327995e-06,0.897967206781,0.102032793219
0.999052599085,0.000850657509114,9.66526773626e-05,9.09493538571e-08,3.26658263654e-05,3.71174428481e-06,0.89796613082,0.10203386918
0.999052578105,0.000850657475421,9.66527548227e-05,1.12322457203e-07,4.03416720537e-05,4.58399982304e-06,0.897964802049,0.102035197951
0.999052550653,0.000850657432498,9.66528503367e-05,1.38718242347e-07,4.98210139821e-05,5.66123310949e-06,0.897963161078,0.102036838922
0.999052517689,0.000850657380287,9.66529683874e-05,1.71317041205e-07,6.15275019466e-05,6.99161272061e-06,0.897961134574,0.102038865426
0.999052476568,0.000850657315457,9.66531141402e-05,2.11576563962e-07,7.59842530257e-05,8.63462619557e-06,0.897958631986,0.102041368014
0.999052427906,0.0008506572372,9.66532943501e-05,2.61297084615e-07,9.38371794869e-05,1.06637397115e-05,0.897955541508,0.102044458492
0.999052365609,0.00085065713868,9.66535166965e-05,3.22701941681e-07,0.000115883772605,1.31696824588e-05,0.897951725103,0.102048274897
0.999052291739,0.000850657019618,9.66537915906e-05,3.98536963535e-07,0.000143108615219,1.62645028496e-05,0.897947012353,0.102052987647
0.999052195265,0.000850656868113,9.66541305771e-05,4.92193247375e-07,0.00017672717784,2.00865770478e-05,0.897941192884,0.102058807116
0.999052081459,0.000850656685548,9.66545497412e-05,6.07858812326e-07,0.000218239826315,2.48067947141e-05,0.897934007027,0.102065992973
0.999051937426,0.000850656457117,9.66550670712e-05,7.50705862163e-07,0.000269498376796,3.06361962331e-05,0.897925134303,0.102074865697
0.999051761107,0.000850656176334,9.66557061232e-05,9.27122090405e-07,0.000332788099732,3.78354046337e-05,0.897914179246,0.102085820754
0.999051543467,0.000850655829665,9.66564953615e-05,1.14499631657e-06,0.000410928674999,4.67262706657e-05,0.897900653957,0.102099346043
0.999051273236,0.000850655400299,9.66574699274e-05,1.4140712648e-06,0.000507398405558,5.77062516845e-05,0.897883956635,0.102116043365
0.999050940848,0.000850654871179,9.66586736414e-05,1.74637925564e-06,0.00062648690736,7.12661646405e-05,0.897863345214,0.102136654786
0.999050528695,0.00085065421631,9.66601600605e-05,2.15678027394e-06,0.000773482587828,8.80121023826e-05,0.897837905001,0.102162094999
0.999050020223,0.000850653408006,9.6661995828e-05,2.6636265273e-06,0.000954902545986,0.000108692489676,0.897806509027,0.102193490973
0.999049393835,0.000850652411094,9.6664263135e-05,3.28958317269e-06,0.00117877399668,0.000134231478281,0.897767769563,0.102232230437
0.999048618711,0.000850651178608,9.66670630829e-05,4.06264194045e-06,0.00145497805806,0.000165770162045,0.897719978965,0.102280021035
0.999047662953,0.000850649657791,9.66705211232e-05,5.01737305673e-06,0.00179566866037,0.000204717437427,0.89766103771,0.10233896229
0.999046481484,0.00085064777865,9.66747916309e-05,6.19647136708e-06,0.00221578131739,0.00025281274906,0.897588367202,0.102411632798
0.999045022156,0.000850645457749,9.66800655886e-05,7.65266599367e-06,0.00273364866126,0.000312203486183,0.897498804581,0.102501195419
0.99904321811,0.000850642589954,9.66865786039e-05,9.45107886892e-06,0.00337174144752,0.000385540415803,0.897388476609,0.102611523391
0.999040994103,0.000850639051671,9.66946223344e-05,1.16721379149e-05,0.00415755527509,0.000476095321437,0.897252649608,0.102747350392
0.999038245289,0.000850634680117,9.67045557817e-05,1.44151749574e-05,0.00512466355401,0.000587905931691,0.897085552629,0.102914447371
0.999034851234,0.000850629281975,9.67168231256e-05,1.78028701609e-05,0.00631395646835,0.00072595439949,0.896880171764,0.103119828236
0.999030657463,0.000850622613634,9.67319722762e-05,2.19867414762e-05,0.00777508159111,0.000896386913055,0.896628014895,0.103371985105
0.999025480843,0.000850614380768,9.67506804949e-05,2.71539259737e-05,0.00956809509456,0.00110678372496,0.896318848797,0.103681151203
0.99901908579,0.000850604211914,9.67737830635e-05,3.35355564088e-05,0.0117653199917,0.00136649078253,0.895940414767,0.104059585233
0.999011189408,0.000850591655241,9.68023119922e-05,4.14171104221e-05,0.0144533911322,0.00168702654935,0.895478135533,0.104521864467
0.99900143511,0.000850576146696,9.68375405929e-05,5.1151196064e-05,0.0177354428219,0.0020825802003,0.894914835957,0.105085164043
0.998989388842,0.000850556995229,9.68810412224e-05,6.31733506945e-05,0.0217333699841,0.00257062060293,0.894230513556,0.105769486444
0.998974510998,0.000850533344609,9.6934754184e-05,7.80215636643e-05,0.0265900694654,0.00317263884897,0.893402212747,0.106597787253
0.998956134861,0.000850504137503,9.70010738714e-05,9.63604054407e-05,0.0324715605839,0.00391505100943,0.892404078369,0.107595921631
0.998933437583,0.00085046806913,9.70829545926e-05,0.000119010854675,0.0395689086788,0.00483029168075,0.891207687489,0.108792312511
0.99890540452,0.000850423530285,9.71840407707e-05,0.000146987176805,0.0480999598999,0.0059581327637,0.889782778671,0.110217221329
0.998870778769,0.000850368531653,9.73088263447e-05,0.000181542532143,0.0583110643189,0.00734726518586,0.888098505684,0.111901494316
0.998828010252,0.000850300620286,9.74628515594e-05,0.00022422540033,0.0704792320001,0.00905718355553,0.886125323951,0.113874676049
0.998775181714,0.000850216767347,9.76529431282e-05,0.000276949410305,0.0849155054139,0.0111604136808,0.883837554863,0.116162445137
0.998709919627,0.000850113231967,9.78875083286e-05,0.000342079802971,0.101970662765,0.013745120122,0.881216548174,0.118783451826
0.998629297113,0.000849985404959,9.81768953393e-05,0.000422540554526,0.122044533163,0.01691812415,0.878254169305,0.121745830695
0.998529692805,0.000849827598974,9.85338298949e-05,0.000521947178706,0.145600003361,0.0208083503897,0.874956094927,0.125043905073
0.998406621855,0.000849632795763,9.89739455351e-05,0.000644771505466,0.173182075947,0.0255707054585,0.871344162946,0.128655837054
0.998254543305,0.000849392350604,9.95164256219e-05,0.000796546347656,0.205441064218,0.0313903763685,0.867456887098,0.132543112902
0.998066599162,0.000849095612007,0.000100184772156,0.0009841199857,0.243157349426,0.0384875274926,0.8633473191,0.1366526809
0.997834289959,0.000848729456743,0.000101007722126,0.00121597302839,0.28726344097,0.0471223907475,0.859077788956,0.140922211044
0.99754708839,0.000848277737634,0.000102020331142,0.00150261357052,0.338857699449,0.0576008049216,0.854711642488,0.145288357512
0.997191942762,0.000847720599864,0.000103265235579,0.00185707081999,0.399203177674,0.0702803880187,0.850302772761,0.149697227239
0.996752659497,0.00084703365505,0.000104794100092,0.0022955129115,0.469704628776,0.0855777303716,0.84588429839,0.15411570161
0.996209122875,0.000846186979015,0.000106669238834,0.00283802165648,0.551856741337,0.103977207227,0.841458028431,0.158541971569
0.995536326246,0.000845143918029,0.000108965374118,0.00350956601537,0.647157299181,0.126042013684,0.836986386839,0.163013613161
0.994703140048,0.000843859655197,0.000111771448686,0.00434122729355,0.756980775662,0.152427317084,0.832388431223,0.167611568777
0.993670782789,0.000842279536314,0.000115192347131,0.00537174310731,0.882411879832,0.183893139765,0.8275417105,0.1724582895
0.992390859319,0.000840337087071,0.000119350275132,0.00664945328092,1.02404554923,0.221309529002,0.822292025086,0.177707974914
0.990802915172,0.000837951752084,0.000124385419666,0.00823474930519,1.18177019766,0.265637876648,0.816473404174,0.183526595826
0.988831374107,0.000835026352673,0.00013045532454,0.010203146317,1.35456301855,0.317860689651,0.809940095867,0.190059904133
0.986381716193,0.000831444297023,0.00013773218861,0.012649108117,1.54033632926,0.378822735553,0.802610037647,0.197389962353
0.983335789283,0.000827066657427,0.000146397042142,0.0156907518821,1.7358769972,0.448951160661,0.794514200558,0.205485799442
0.979546110727,0.000821729248107,0.00015662950504,0.0194755210707,1.93691160823,0.527858541974,0.78583863411,0.21416136589
0.974829351363,0.000815240149428,0.000168591727753,0.0241868214646,2.13830731373,0.613912681401,0.776939095535,0.223060904465
0.968958809465,0.000807377785351,0.000182405137513,0.0300514078657,2.33438491347,0.703958229681,0.768308516677,0.231691483323
0.96165700659,0.000797890668881,0.000198119341303,0.037346983281,2.51929217583,0.793421599088,0.760491955237,0.239508044763
0.952588916047,0.000786499170319,0.000215673636952,0.0464089129713,2.68736739498,0.876921729706,0.753970090801,0.246029909199
0.94135800255,0.000772900649474,0.000234853923464,0.0576342328456,2.83343201769,0.949245688549,0.749054568677,0.250945431323
0.92750772554,0.000756779105307,0.000255250816208,0.0714802478614,2.95297842172,1.00630410566,0.745836752315,0.254163247685
0.910531741627,0.000737820325905,0.000276228178564,0.0884541845788,3.04225613568,1.04567887022,0.744203645922,0.255796354078
0.889897279024,0.000715733998327,0.000296914298449,0.10909007707,3.09829608609,1.06662986964,0.743901840999,0.256098159001
0.865083887395,0.000690282265839,0.000316227918047,0.133909609332,3.11892446202,1.06971454481,0.744615245413,0.255384754587
0.835639706675,0.000661314773269,0.000332948285109,0.163366058404,3.10282004528,1.05629401713,0.746029081848,0.253970918152
0.80125107654,0.000628806573039,0.000345829171779,0.197774283532,3.04963638534,1.02813202971,0.747868950597,0.252131049403
0.7618180621,0.000592894732796,0.000353745282974,0.237235294383,2.96018007458,0.987163870391,0.7499169355,0.2500830645
0.717521415806,0.000553905932388,0.000355846468084,0.281568852002,2.83659195856,0.935409921297,0.752012339577,0.247987660423
0.66886516788,0.00051236756768,0.0003516881909,0.330270760523,2.68245909525,0.87496867181,0.754044571217,0.245955428783
0.616679710619,0.000468995261178,0.00034130773461,0.382509970287,2.50278186921,0.808024227143,0.755943355296,0.244056644704
0.562076633572,0.000424653078818,0.000325226496155,0.437173468517,2.30374690016,0.736824555929,0.757669054462,0.242330945538
0.506358770215,0.000380289676741,0.000304377312522,0.492956525013,2.09231155597,0.663615478796,0.759204263964,0.240795736036
0.450899411653,0.000336859152998,0.000279973775203,0.54848371491,1.87565644589,0.590537615603,0.760546980133,0.239453019867
0.3970132498,0.000295240278933,0.000253351517855,0.602438134136,1.66060367579,0.519509469673,0.761705271695,0.238294728305
0.345843059133,0.000256168427155,0.000225814563183,0.653674908792,1.45310743468,0.452124342682,0.762693259658,0.237306740342
0.298280491332,0.000220190901442,0.00019851331264,0.701300894183,1.25789938594,0.38958319044,0.763528187779,0.236471812221
0.254928760109,0.000187649677362,0.000172368054859,0.744711242592,1.07832418722,0.332673131553,0.764228374408,0.235771625592
0.216106106292,0.000158690217124,0.00014803985101,0.783587188977,0.916359909955,0.281790856198,0.764811854937,0.235188145063
0.181879036851,0.000133288647787,0.000125939393055,0.817861775769,0.772774033204,0.236997990875,0.765295546694,0.234704453306
0.152113700192,0.000111289631713,0.000106261470707,0.847668763014,0.647361919189,0.198094945044,0.765694793638,0.234305206362
0.126532849912,9.24466952761e-05,8.90315296342e-05,0.873285745645,0.539210975302,0.164698505544,0.766023174818,0.233976825182
0.104769439541,7.64592887294e-05,7.41539136786e-05,0.895079991552,0.44694972642,0.136312845463,0.766292486378,0.233707513622
0.0864118106829,6.30034874694e-05,6.14552798192e-05,0.913463627234,0.368958707802,0.11238836609,0.766512829961,0.233487170039
0.0710382137062,5.17550428195e-05,5.07197876082e-05,0.928859291654,0.303532808898,0.0923660763334,0.766692759745,0.233307240255
0.0582408510764,4.24050976183e-05,4.17153109456e-05,0.941675025379,0.248995783478,0.0757081446162,0.766839455683,0.233160544317
0.0476411582854,3.4669870735e-05,3.42116220573e-05,0.952289919737,0.203774531164,0.0619170601712,0.766958902011,0.233041097989
0.0388979764589,2.82954998362e-05,2.79918077625e-05,0.961045766086,0.166440666958,0.0505456473172,0.767056058415,0.232943941585
0.0317106682496,2.3059488791e-05,2.28586254843e-05,0.96824351393,0.135728628174,0.0412006283085,0.767135016969,0.232864983031
0.0258188657787,1.87699319609e-05,1.86372965317e-05,0.974143735279,0.110537979698,0.0335419256222,0.767199141701,0.232800858299
0.0210001180014,1.5263383749e-05,1.51759175955e-05,0.97896946777,0.0899257051966,0.0272793332044,0.767251190081,0.232748809919
0.01706636418,1.24020020959e-05,1.23443853616e-05,0.982908822155,0.0730927369345,0.0221677400973,0.767293417081,0.232706582919
0.0138599791768,1.00704723225e-05,1.00325519083e-05,0.986120025779,0.0593681328334,0.0180018561244,0.76732766326,0.23267233674
0.0112497153679,8.17292041558e-06,8.14798108731e-06,0.988734034147,0.0481924496665,0.0146108457414,0.76735542862,0.23264457138
0.00912689808359,6.6300554069e-06,6.61366301723e-06,0.990859861553,0.0391019538477,0.0118533213946,0.767377934115,0.232622065885
0.00740192313282,5.3765620391e-06,5.3657925925e-06,0.992587360094,0.0317139571744,0.00961275034408,0.767396172565,0.232603827435
0.00600116713474,4.35881429428e-06,4.35174172969e-06,0.99399017348,0.0257138067031,0.007793412189,0.767410950635,0.232589049365
0.00486430886187,3.53290164771e-06,3.52825837224e-06,0.995128636168,0.0208435587261,0.00631690012008,0.767422923307,0.232577076693
