GS,ES1,ES2,Mis,FT,FA,fT,fA
0.99904421225,0.00073678948309,0.000218993793533,4.77891638312e-09,1.47357805685e-06,4.37987506732e-07,0.770874975425,0.229125024575
0.999044211155,0.000736789475611,0.000218993796829,5.90196170732e-09,1.81986861783e-06,5.40914555641e-07,0.770874952973,0.229125047027
0.99904421041,0.000736789466823,0.000218993801033,7.28892267358e-09,2.24753731369e-06,6.6802945348e-07,0.770874925245,0.229125074755
0.999044207072,0.000736789454186,0.000218993805695,9.00181942675e-09,2.77570792086e-06,8.25016338372e-07,0.770874891001,0.229125108999
0.999044205467,0.000736789440436,0.000218993812004,1.11172469055e-08,3.4279982819e-06,1.01889512452e-06,0.770874848709,0.229125151291
0.999044203678,0.000736789423596,0.000218993819838,1.37297997989e-08,4.23357635319e-06,1.25833539762e-06,0.770874796479,0.229125203521
0.999044200016,0.000736789401729,0.000218993829195,1.69563025297e-08,5.22846446269e-06,1.55404409002e-06,0.770874731975,0.229125268025
0.999044196082,0.000736789375157,0.000218993840879,2.0941033298e-08,6.45715005611e-06,1.91924426006e-06,0.770874652313,0.229125347687
0.999044190386,0.000736789341722,0.000218993855126,2.58621756039e-08,7.97457488996e-06,2.37026636768e-06,0.77087455393,0.22912544607
0.999044185403,0.000736789301944,0.000218993873171,3.19397861445e-08,9.84859172842e-06,2.92727852248e-06,0.770874432427,0.229125567573
0.999044176583,0.000736789250851,0.000218993894871,3.94456346754e-08,1.21629981527e-05,3.61518829205e-06,0.770874282371,0.229125717629
0.999044167963,0.000736789189428,0.000218993922169,4.87153570848e-08,1.50212834865e-05,4.46475650878e-06,0.770874097052,0.229125902948
0.999044156866,0.000736789113238,0.000218993955784,6.01634633198e-08,1.85512557641e-05,5.51397271199e-06,0.770873868185,0.229126131815
0.999044143071,0.000736789019076,0.000218993997278,7.43018731056e-08,2.29107561143e-05,6.80975389439e-06,0.770873585534,0.229126414466
0.999044125515,0.000736788902405,0.00021899404841,9.1762806993e-08,2.82947155263e-05,8.41004238716e-06,0.770873236462,0.229126763538
0.999044103811,0.000736788758297,0.000218994111552,1.13327057036e-07,3.49438695404e-05,1.03863967467e-05,0.77087280536,0.22912719464
0.999044076843,0.000736788580206,0.000218994189497,1.39958900775e-07,4.31555200484e-05,1.28271914365e-05,0.770872272952,0.229127727048
0.999044045093,0.000736788361409,0.000218994286101,1.72849220359e-07,5.32968250879e-05,1.58415684148e-05,0.770871615434,0.229128384566
0.999044004833,0.000736788090422,0.000218994405175,2.13468753215e-07,6.58212095533e-05,1.95643171296e-05,0.770870803406,0.229129196594
0.999043954787,0.000736787755515,0.000218994552161,2.63633858386e-07,8.12886303181e-05,2.41619013522e-05,0.770869800564,0.229130199436
0.999043892722,0.000736787341714,0.000218994733631,3.25587735963e-07,0.000100390599002,2.98399019436e-05,0.770868562073,0.229131437927
0.999043815747,0.000736786830432,0.000218994957675,4.02100733072e-07,0.000123981078923,3.68522083829e-05,0.770867032563,0.229132967437
0.999043722328,0.000736786200213,0.000218995234729,4.96594221851e-07,0.000153114633457,4.55123698731e-05,0.770865143661,0.229134856339
0.999043605886,0.000736785421108,0.000218995576655,6.13293583461e-07,0.000189093523303,5.62076128024e-05,0.770862810932,0.229137189068
0.999043462723,0.000736784459391,0.000218995999073,7.57417148202e-07,0.000233525851236,6.94161517335e-05,0.770859930109,0.229140069891
0.999043284399,0.000736783270556,0.000218996520422,9.35409524769e-07,0.000288397333935,8.57285658371e-05,0.770856372442,0.229143627558
0.999043066222,0.00073678180387,0.000218997164733,1.1552297691e-06,0.000356159891589,0.000105874197074,0.770851978952,0.229148021048
0.999042795665,0.00073677999171,0.000218997960207,1.42670724722e-06,0.000439840970688,0.000130753745968,0.77084655334,0.22915344666
0.999042461586,0.000736777753758,0.000218998942618,1.76198113571e-06,0.000543178442661,0.000161479522775,0.77083985324,0.22916014676
0.999042049068,0.000736774989973,0.000219000155892,2.17604317251e-06,0.000670787013726,0.000199425146271,0.770831579426,0.229168420574
